id,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2],author_Inasaka,author_Janssen,author_Kossolapov,author_Mortimore,author_Peskov,author_Richenderfer,author_Thompson,author_Weatherhead,author_Williams,geometry_plate,geometry_tube
249,13.79,1537.8,,8.65351919561243,14.764067574795769,617.0,3.9,0,0,0,0,0,0,1,0,0,0,1
250,16.0,833.0,0.0334,10.0,10.0,1300.0,1.7,0,0,0,0,1,0,0,0,0,0,1
251,6.89,7269.0,-0.0008,12.8,12.8,660.6,7.7,0,0,0,0,0,0,1,0,0,0,1
252,13.79,2333.0,0.0336,7.8,7.8,591.0,5.3,0,0,0,0,0,0,1,0,0,0,1
253,6.89,4069.0,0.0656,11.5,11.5,1524.0,2.5,0,0,0,0,0,0,1,0,0,0,1
254,6.79,3431.4,,10.8,10.8,432.0,7.7,0,0,0,0,0,0,1,0,0,0,1
255,13.789999999999997,1767.0,-0.0103,7.7,7.7,457.0,5.5,0,0,0,0,0,0,0,1,0,0,1
256,7.717999999999999,6049.0,-0.06,10.3,10.3,762.0,6.5,0,0,0,0,0,0,1,0,0,0,1
257,18.0,1944.0,-0.0881,10.0,10.0,1650.0,3.2,0,0,0,0,1,0,0,0,0,0,1
258,13.79,1926.0,,8.65351919561243,14.764067574795769,295.0,3.2,0,0,0,0,0,0,1,0,0,0,1
259,6.99,2633.8,0.1517,8.5,24.6,1778.0,2.2,0,1,0,0,0,0,0,0,0,0,0
260,6.89,1519.0,,8.65351919561243,14.764067574795769,1232.6,2.3,0,1,0,0,0,0,0,0,0,0,1
261,18.96,1383.0,,1.9,1.9,152.0,9.4,0,0,0,0,0,0,1,0,0,0,1
262,6.92,7568.0,0.0062,8.65351919561243,14.764067574795769,1930.0,4.2,0,0,0,0,0,0,1,0,0,0,1
263,13.79,332.0,-0.3183,11.1,11.1,457.0,3.1,0,0,0,0,0,0,0,1,0,0,1
264,6.92,762.0,0.1759,22.2,96.3,1778.0,6.0,0,1,0,0,0,0,0,0,0,0,0
265,12.07,3252.2,-0.0296,1.9,1.9,260.8,4.9,0,0,0,0,0,0,1,0,0,0,1
266,13.79,1277.0,0.0849,8.65351919561243,14.764067574795769,591.0,2.2,0,0,0,0,0,0,1,0,0,0,1
267,9.68,5598.6,-0.0408,6.4,15.9,914.0,3.1,0,1,0,0,0,0,0,0,0,0,0
268,13.79,1063.0,,8.65351919561243,14.764067574795769,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
269,9.68,4362.6,0.0087,6.4,15.9,1086.8,2.9,0,1,0,0,0,0,0,0,0,0,0
270,6.89,5778.0,0.0254,10.3,10.3,762.0,2.8,0,0,0,0,0,0,1,0,0,0,1
271,13.79,332.0,,8.65351919561243,14.764067574795769,457.0,1.2,0,0,0,0,0,0,0,1,0,0,1
272,13.79,1364.0,0.0126,5.6,15.2,2134.0,1.9,0,0,0,0,0,0,0,0,0,0,0
273,3.45,3784.0,,10.3,10.3,762.0,2.2,0,0,0,0,0,0,1,0,0,0,1
274,6.89,7866.0,-0.0417,10.3,10.3,762.0,6.5,0,0,0,0,0,0,1,0,0,0,1
275,8.962,3960.0,-0.0416,8.65351919561243,14.764067574795769,762.0,4.2,0,0,0,0,0,0,1,0,0,0,1
276,6.89,5357.0,0.0156,23.6,23.6,1972.0,3.7,0,0,0,0,0,0,1,0,0,0,1
277,11.03,1410.0,-0.0416,3.6,3.6,76.0,3.4,0,0,0,0,0,0,1,0,0,0,1
278,3.45,5737.0,0.0854,10.3,10.3,762.0,4.3,0,0,0,0,0,0,1,0,0,0,1
279,13.79,7391.0,0.0406,4.7,4.7,318.0,2.3,0,0,0,0,0,0,1,0,0,0,1
280,13.79,1482.0,,7.8,7.8,591.0,2.0,0,0,0,0,0,0,1,0,0,0,1
281,6.89,3854.2,0.0387,8.65351919561243,14.764067574795769,864.0,4.9,0,0,0,0,0,0,1,0,0,0,1
282,6.889999999999999,1505.0,,12.7,42.3,1778.0,2.0,0,1,0,0,0,0,0,0,0,0,0
283,12.07,3458.0,-0.0296,1.9,1.9,260.8,3.4,0,0,0,0,0,0,1,0,0,0,1
284,6.79,3838.0,-0.0975,8.65351919561243,14.764067574795769,432.0,5.9,0,0,0,0,0,0,1,0,0,0,1
285,12.0,4028.0,,10.0,10.0,1650.0,3.8,0,0,0,0,0,0,1,0,0,0,1
286,6.72,1858.0,-0.0801,10.8,10.8,432.0,5.8,0,0,0,0,0,0,1,0,0,0,1
287,0.51,2000.0,-0.0415,15.0,120.0,10.0,5.1,0,0,0,0,0,1,0,0,0,1,0
288,9.69,5615.0,,6.4,15.9,914.0,3.7,0,0,0,0,0,0,1,0,0,0,0
289,6.79,2034.0,-0.08,10.8,10.8,432.0,3.9,0,0,0,0,0,0,1,0,0,0,1
290,6.89,6117.0,-0.0469,10.3,10.3,794.0,4.4,0,0,0,0,0,0,1,0,0,0,1
291,12.07,2577.0,-0.0158,1.9,1.9,152.0,2.1,0,0,0,0,0,0,1,0,0,0,1
292,6.89,4757.6,,10.3,10.3,762.0,2.4,0,0,0,0,0,0,1,0,0,0,1
293,10.34,7432.0,,8.65351919561243,14.764067574795769,762.0,7.3,0,0,0,0,0,0,1,0,0,0,1
294,18.27,2889.0,,3.0,3.0,150.0,2.8,0,0,0,0,0,0,1,0,0,0,1
295,13.79,1858.0,0.0808,7.8,7.8,591.0,2.0,0,0,0,0,0,0,1,0,0,0,1
296,9.65,1519.0,,12.7,42.3,1462.8,3.4,0,1,0,0,0,0,0,0,0,0,0
297,7.586,5696.0,0.0254,5.7,5.7,625.0,2.5,0,0,0,0,0,0,1,0,0,0,1
298,3.45,4001.0,0.1447,10.3,10.3,363.2,4.4,0,0,0,0,0,0,1,0,0,0,1
299,9.14,5547.0,-0.0522,10.3,10.3,794.0,6.9,0,0,0,0,0,0,1,0,0,0,1
300,13.79,3784.0,-0.0595,8.65351919561243,14.764067574795769,318.0,6.8,0,0,0,0,0,0,1,0,0,0,1
301,13.79,1980.0,0.1503,7.7,7.7,893.8,1.5,0,0,0,0,0,0,0,1,0,0,1
302,6.86,4096.0,0.0005,10.8,10.8,388.8,3.8,0,0,0,0,0,0,1,0,0,0,1
303,13.79,2061.0,,7.7,7.7,457.0,1.6,0,0,0,0,0,0,1,0,0,0,1
304,6.89,3825.0,0.0051,8.65351919561243,14.764067574795769,1907.0,3.2,0,0,0,0,0,0,1,0,0,0,1
305,20.0,4028.0,,10.0,10.0,1209.2,4.1,0,0,0,0,1,0,0,0,0,0,1
306,6.281999999999999,4069.0,,10.8,10.8,864.0,3.0,0,0,0,0,0,0,1,0,0,0,1
307,6.89,1161.0,0.1671,12.7,42.3,2743.0,1.3,0,1,0,0,0,0,0,0,0,0,0
308,9.68,5598.6,,12.7,51.314406244737526,914.0,2.7,0,1,0,0,0,0,0,0,0,0,0
309,10.57,1833.8,-0.0417,4.6,4.6,229.0,5.0,0,0,0,0,0,0,1,0,0,0,1
310,6.89,4136.0,0.1282,5.6,5.6,909.0,4.2,0,0,0,0,0,0,1,0,0,0,1
311,13.789999999999997,1356.0,-0.0071,7.7,7.7,457.0,4.9,0,0,0,0,0,0,1,0,0,0,1
312,13.79,5371.0,0.0287,8.65351919561243,14.764067574795769,625.0,3.5,0,0,0,0,0,0,1,0,0,0,1
313,14.825999999999999,2184.0,-0.0847,1.9,1.9,152.0,2.0,0,0,0,0,0,0,1,0,0,0,1
314,13.79,1804.0,0.0897,4.7,4.7,1711.2,3.6,0,0,0,0,0,0,1,0,0,0,1
315,15.51,1356.0,-0.0135,5.6,5.6,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,1
316,6.92,762.0,,8.5,24.6,1778.0,5.2,0,1,0,0,0,0,0,0,0,0,0
317,4.1,4055.0,,10.8,10.8,864.0,3.5,0,0,0,0,0,0,1,0,0,0,1
318,6.89,6795.0,-0.0434,10.3,10.3,794.0,6.2,0,0,0,0,0,0,1,0,0,0,1
319,4.13,1478.0,,12.7,42.3,1778.0,2.3,0,1,0,0,0,0,0,0,0,0,0
320,13.79,1881.2,-0.0309,7.8,7.8,591.0,3.8,0,0,0,0,0,0,1,0,0,0,1
321,3.45,5907.8,,8.65351919561243,14.764067574795769,762.0,4.5,0,0,0,0,0,0,1,0,0,0,1
322,13.79,4096.0,,8.65351919561243,14.764067574795769,864.0,2.6,0,0,0,0,0,0,1,0,0,0,1
323,13.79,1614.0,0.1275,7.7,7.7,457.0,1.5,0,0,0,0,0,0,0,1,0,0,1
324,13.79,2116.0,0.0926,8.65351919561243,14.764067574795769,591.0,2.4,0,0,0,0,0,0,1,0,0,0,1
325,10.34,4842.0,-0.1688,10.3,10.3,762.0,6.8,0,0,0,0,0,0,1,0,0,0,1
326,13.79,2324.2,,4.6,4.6,295.0,2.9,0,0,0,0,0,0,1,0,0,0,1
327,13.790000000000001,4071.0,,9.5,9.5,1836.0,1.7,0,0,0,0,0,0,0,0,1,0,1
328,15.51,2729.0,0.1219,5.6,15.2,2134.0,1.0,0,0,0,0,0,0,0,0,0,0,0
329,13.79,1872.0,-0.0306,4.7,4.7,318.0,3.7,0,0,0,0,0,0,1,0,0,0,1
330,13.79,1682.0,,7.7,7.7,457.0,10.6,0,0,0,0,0,0,0,1,0,0,1
331,9.69,5601.0,0.0625,6.4,15.9,914.0,2.5,0,1,0,0,0,0,0,0,0,0,0
332,13.79,3838.0,0.0682,7.8,7.8,591.0,1.8,0,0,0,0,0,0,1,0,0,0,1
333,10.34,5588.0,,10.3,10.3,762.0,4.0,0,0,0,0,0,0,1,0,0,0,1
334,6.89,3730.0,-0.0008,12.8,12.8,1930.0,4.9,0,0,0,0,0,0,1,0,0,0,1
335,12.07,1695.0,-0.0443,8.65351919561243,14.764067574795769,696.0,3.2,0,0,0,0,0,0,1,0,0,0,1
336,13.79,1492.0,0.0886,7.8,7.8,591.0,2.5,0,0,0,0,0,0,1,0,0,0,1
337,13.79,1519.0,-0.0361,12.7,42.3,1778.0,3.9,0,1,0,0,0,0,0,0,0,0,0
338,15.51,1500.0,,5.6,15.2,2134.0,1.1,0,0,0,0,0,0,0,0,0,0,0
339,0.1,6212.0,,1.7,1.7,43.0,7.9,0,0,0,0,0,0,1,0,0,0,1
340,3.83,4123.0,,10.8,10.8,432.0,3.9,0,0,0,0,0,0,1,0,0,0,1
341,13.79,1356.0,,7.7,7.7,457.0,1.8,0,0,0,0,0,0,1,0,0,0,1
342,9.68,2278.0,,12.7,42.3,1778.0,3.0,0,1,0,0,0,0,0,0,0,0,0
343,13.79,1980.0,-0.0276,7.7,7.7,893.8,4.3,0,0,0,0,0,0,0,1,0,0,1
344,2.63,2848.0,-0.0136,3.0,3.0,150.0,3.0,0,0,0,0,0,0,1,0,0,0,1
345,13.79,1345.0,0.099,11.1,11.1,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
346,6.89,2990.2,0.0117,10.8,10.8,1271.8,4.3,0,0,0,0,0,0,1,0,0,0,1
347,13.79,1383.0,,7.7,7.7,457.0,1.6,0,0,0,0,0,0,1,0,0,0,1
348,6.87,2306.0,,4.6,18.586320372109654,1778.0,11.0,0,1,0,0,0,0,0,0,0,0,0
349,6.89,5438.0,0.0214,12.8,12.8,1930.0,2.5,0,0,0,0,0,0,1,0,0,0,1
350,13.79,7012.0,-0.3338,4.7,4.7,318.0,7.0,0,0,0,0,0,0,1,0,0,0,1
351,13.79,5208.0,-0.0349,5.7,5.7,625.0,3.5,0,0,0,0,0,0,1,0,0,0,1
352,6.86,1899.0,,10.8,10.8,1193.8,3.3,0,0,0,0,0,0,1,0,0,0,1
353,6.89,1926.0,0.2073,23.6,23.6,1972.0,2.4,0,0,0,0,0,0,1,0,0,0,1
354,13.79,963.0,0.0027,7.7,7.7,529.4,3.0,0,0,0,0,0,0,1,0,0,0,1
355,6.889999999999999,4611.0,,10.3,10.3,794.0,5.0,0,0,0,0,0,0,1,0,0,0,1
356,11.03,2679.0,0.1404,9.5,9.5,1836.0,1.9,0,0,0,0,0,0,1,0,0,0,1
357,3.45,7554.0,0.0143,10.3,10.3,762.0,3.9,0,0,0,0,0,0,1,0,0,0,1
358,6.89,5900.0,,10.3,10.3,794.0,3.9,0,0,0,0,0,0,1,0,0,0,1
359,6.889999999999999,7500.0,-0.0943,8.65351919561243,14.764067574795769,610.0,3.2,0,0,0,0,0,0,1,0,0,0,1
360,6.889999999999999,7866.0,-0.0427,10.3,10.3,762.0,5.7,0,0,0,0,0,0,1,0,0,0,1
361,13.79,694.0,,7.7,7.7,457.0,2.8,0,0,0,0,0,0,0,1,0,0,1
362,13.79,2645.0,,7.7,7.7,395.0,2.7,0,0,0,0,0,0,1,0,0,0,1
363,6.89,2807.0,-0.0975,5.6,5.6,2134.0,8.0,0,1,0,0,0,0,0,0,0,0,0
364,11.03,2942.4,,11.5,11.5,914.0,3.6,0,0,0,0,0,0,1,0,0,0,1
365,13.79,4069.0,-0.0111,9.5,9.5,1836.0,3.6,0,0,0,0,0,0,0,0,1,0,1
366,6.89,734.0,0.1144,12.8,12.8,1930.0,2.5,0,0,0,0,0,0,1,0,0,0,1
367,7.0,4042.0,0.0281,10.8,10.8,864.0,3.8,0,0,0,0,0,0,1,0,0,0,1
368,13.79,1641.0,0.1077,7.8,7.8,591.0,2.8,0,0,0,0,0,0,1,0,0,0,1
369,13.79,4136.0,,8.65351919561243,14.764067574795769,318.0,3.8,0,0,0,0,0,0,1,0,0,0,1
370,12.0,4700.0,-0.0297,10.0,10.0,1000.0,5.5,0,0,0,0,1,0,0,0,0,0,1
371,13.79,685.0,,11.1,11.1,457.0,2.2,0,0,0,0,0,0,0,1,0,0,1
372,3.9,4136.0,-0.0404,5.6,5.6,432.0,5.5,0,0,0,0,0,0,1,0,0,0,1
373,6.86,2034.0,0.0029,10.8,10.8,332.8,4.3,0,0,0,0,0,0,1,0,0,0,1
374,6.89,4882.0,-0.0229,10.3,10.3,762.0,3.5,0,0,0,0,0,0,1,0,0,0,1
375,2.14,1500.0,-0.0466,15.0,15.0,10.0,4.3,0,0,0,0,0,0,1,0,0,0,1
376,9.69,5615.0,0.0035,12.7,38.1,914.0,3.2,0,1,0,0,0,0,0,0,0,0,0
377,13.79,1777.0,0.0883,9.5,9.5,1836.0,5.9,0,0,0,0,0,0,0,0,1,0,1
378,11.07,3391.0,0.0649,11.5,11.5,914.0,2.0,0,0,0,0,0,0,1,0,0,0,1
379,7.5840000000000005,3933.0,-0.0653,10.3,10.3,762.0,4.1,0,0,0,0,0,0,1,0,0,0,1
380,16.0,4028.0,-0.1184,10.0,10.0,660.0,5.2,0,0,0,0,0,0,1,0,0,0,1
381,15.51,1356.0,,5.6,15.2,2134.0,1.2,0,0,0,0,0,0,0,0,0,0,0
382,6.89,4787.0,-0.0595,10.3,10.3,762.0,5.3,0,0,0,0,0,0,1,0,0,0,1
383,13.79,4204.0,,4.6,4.6,295.0,3.6,0,0,0,0,0,0,1,0,0,0,1
384,6.89,5900.0,-0.0093,12.7,38.1,737.0,3.2,0,1,0,0,0,0,0,0,0,0,0
385,5.54,1519.0,0.1058,12.7,42.3,1778.0,3.1,0,0,0,0,0,0,1,0,0,0,0
386,6.86,1031.0,0.0823,8.65351919561243,14.764067574795769,216.0,3.3,0,0,0,0,0,0,1,0,0,0,1
387,6.79,2034.0,,10.8,10.8,432.0,3.3,0,0,0,0,0,0,1,0,0,0,1
388,5.51,1519.0,0.0642,12.7,42.3,1778.0,3.2,0,1,0,0,0,0,0,0,0,0,0
389,2.63,2753.0,,3.0,3.0,514.4,3.2,0,0,0,0,0,0,1,0,0,0,1
390,12.776,2349.0,-0.0801,1.9,1.9,152.0,10.7,0,0,0,0,0,0,1,0,0,0,1
391,12.0,1000.0,-0.0466,10.0,10.0,565.0,3.2,0,0,0,0,1,0,0,0,0,0,1
392,15.51,3701.0,0.0257,5.6,15.2,2134.0,4.1,0,0,0,0,0,0,0,0,0,0,0
393,13.79,1356.0,0.1524,7.7,7.7,482.8,1.6,0,0,0,0,0,0,1,0,0,0,1
394,9.094,2807.0,0.0208,6.4,15.9,914.0,3.0,0,1,0,0,0,0,0,0,0,0,0
395,15.51,2251.0,-0.0638,1.9,1.9,152.0,2.7,0,0,0,0,0,0,1,0,0,0,1
396,15.17,2658.0,0.009,9.5,9.5,35.0,2.7,0,0,0,0,0,0,1,0,0,0,1
397,10.34,3947.0,,10.3,10.3,762.0,2.2,0,0,0,0,0,0,1,0,0,0,1
398,18.96,3458.0,-0.192,1.9,1.9,696.0,2.8,0,0,0,0,0,0,1,0,0,0,1
399,6.86,4056.0,0.0129,10.8,10.8,864.0,3.9,0,0,0,0,0,0,1,0,0,0,1
400,17.583999999999996,3472.0,,1.9,1.9,696.0,3.5,0,0,0,0,0,0,1,0,0,0,1
401,3.9,4136.0,-0.0878,10.8,10.8,564.2,3.9,0,0,0,0,0,0,1,0,0,0,1
402,14.133999999999997,3665.0,,8.65351919561243,14.764067574795769,2134.0,2.2,0,0,0,0,0,0,1,0,0,0,1
403,6.89,5249.0,,8.65351919561243,14.764067574795769,762.0,4.8,0,0,0,0,0,0,1,0,0,0,1
404,6.35,4055.0,0.1113,10.8,10.8,216.0,6.7,0,0,0,0,0,0,1,0,0,0,1
405,13.79,1980.0,-0.0515,7.7,7.7,457.0,2.9,0,0,0,0,0,0,1,0,0,0,1
406,13.789999999999997,1085.0,0.0155,23.6,23.6,318.0,0.9,0,0,0,0,0,0,1,0,0,0,1
407,13.79,3757.0,,4.7,4.7,305.0,5.9,0,0,0,0,0,0,1,0,0,0,1
408,13.79,666.0,-0.3201,7.7,7.7,457.0,3.4,0,0,0,0,0,0,1,0,0,0,1
409,13.79,3947.0,0.0863,4.6,4.6,295.0,2.3,0,0,0,0,0,0,1,0,0,0,1
410,6.901999999999999,3757.0,0.0396,10.8,10.8,864.0,2.4,0,0,0,0,0,0,1,0,0,0,1
411,15.17,2511.2,-0.0043,8.65351919561243,14.764067574795769,1836.0,3.2,0,0,0,0,0,0,0,0,1,0,1
412,11.052,1345.0,-0.0135,5.6,15.2,2134.0,2.0,0,0,0,0,0,0,0,0,0,0,0
413,6.89,4869.0,0.0144,7.7,7.7,457.0,2.5,0,0,0,0,0,0,0,1,0,0,1
414,10.0,4986.0,-0.0466,10.0,10.0,890.0,3.2,0,0,0,0,1,0,0,0,0,0,1
415,6.89,5859.0,,8.65351919561243,14.764067574795769,794.0,6.4,0,0,0,0,0,0,1,0,0,0,1
416,9.65,2292.0,0.0208,12.7,42.3,1778.0,2.3,0,0,0,0,0,0,1,0,0,0,0
417,0.1,1484.0,,15.0,120.0,10.0,8.0,0,0,1,0,0,0,0,0,0,1,0
418,12.0,3784.0,-0.0465,10.0,10.0,660.0,4.3,0,0,0,0,0,0,1,0,0,0,1
419,7.3340000000000005,3135.8,-0.0329,6.4,25.85922834380474,914.0,8.2,0,1,0,0,0,0,0,0,0,0,0
420,10.34,7920.0,-0.1428,10.3,10.3,762.0,7.7,0,0,0,0,0,0,1,0,0,0,1
421,11.03,4136.0,0.099,1.9,1.9,696.0,2.8,0,0,0,0,0,0,1,0,0,0,1
422,13.79,5262.0,-0.3732,8.65351919561243,14.764067574795769,625.0,6.9,0,0,0,0,0,0,1,0,0,0,1
423,20.0,1842.0,-0.0007,10.0,10.0,1424.0,3.1,0,0,0,0,1,0,0,0,0,0,1
424,13.789999999999997,2707.0,0.0249,5.6,15.2,2134.0,3.4,0,0,0,0,0,0,0,0,0,0,0
425,6.89,1673.6,0.0381,12.7,42.3,1778.0,3.7,0,0,0,0,0,0,1,0,0,0,0
426,3.86,3992.6,,10.8,10.8,432.0,4.7,0,0,0,0,0,0,1,0,0,0,1
427,17.24,2862.0,-0.0404,1.9,1.9,152.0,4.4,0,0,0,0,0,0,1,0,0,0,1
428,17.24,3076.0,-0.1761,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
429,6.92,1533.0,,8.5,22.3,2591.0,2.6,0,1,0,0,0,0,0,0,0,0,0
430,13.79,2604.0,0.0334,7.7,7.7,457.0,2.2,0,0,0,0,0,0,1,0,0,0,1
431,6.882,2292.0,0.0448,12.7,42.3,2743.0,2.8,0,1,0,0,0,0,0,0,0,0,0
432,13.79,1655.0,,7.7,7.7,1798.6,1.8,0,0,0,0,1,0,0,0,0,0,1
433,12.07,2618.0,-0.1005,1.9,1.9,25.0,2.3,0,0,0,0,0,0,1,0,0,0,1
434,6.86,4032.0,,10.8,10.8,604.8,3.1,0,0,0,0,0,0,1,0,0,0,1
435,9.68,5598.6,-0.0456,6.4,15.9,914.0,3.5,0,1,0,0,0,0,0,0,0,0,0
436,18.96,3458.0,-0.103,1.9,1.9,152.0,4.8,0,0,0,0,0,0,1,0,0,0,1
437,15.17,2984.0,-0.1161,1.9,1.9,1836.0,10.6,0,0,0,0,0,0,1,0,0,0,1
438,11.0,2034.0,,8.65351919561243,14.764067574795769,914.0,3.2,0,0,0,0,0,0,1,0,0,0,1
439,10.41,1370.0,0.1274,4.6,4.6,229.0,2.5,0,0,0,0,0,0,1,0,0,0,1
440,6.89,2780.0,,12.7,38.1,737.0,3.1,0,1,0,0,0,0,0,0,0,0,0
441,6.89,553.0,,12.7,38.1,737.0,3.1,0,1,0,0,0,0,0,0,0,0,0
442,13.79,7107.0,-0.424,4.7,4.7,318.0,3.0,0,0,0,0,0,0,1,0,0,0,1
443,13.79,1881.2,-0.0008,7.8,7.8,591.0,4.3,0,0,0,0,0,0,1,0,0,0,1
444,13.789999999999997,1085.0,0.0657,4.7,4.7,318.0,3.5,0,0,0,0,0,0,1,0,0,0,1
445,13.79,2699.0,-0.2106,4.7,4.7,318.0,5.9,0,0,0,0,0,0,1,0,0,0,1
446,18.96,2034.0,-0.2057,1.9,1.9,152.0,6.1,0,0,0,0,0,0,1,0,0,0,1
447,13.79,1275.0,0.1305,7.7,7.7,457.0,1.5,0,0,0,0,0,0,1,0,0,0,1
448,13.79,1335.0,0.0537,9.5,9.5,430.4,2.1,0,0,0,0,0,0,0,0,1,0,1
449,13.79,1316.0,,3.6,3.6,76.0,2.9,0,0,0,0,0,0,1,0,0,0,1
450,13.79,3703.0,,4.7,4.7,1955.2,3.6,0,0,0,0,0,0,1,0,0,0,1
451,18.0,3027.8,-0.0465,10.0,10.0,1000.0,3.4,0,0,0,0,0,0,1,0,0,0,1
452,18.96,2740.0,-0.0364,1.9,1.9,152.0,4.8,0,0,0,0,0,0,1,0,0,0,1
453,6.202,3825.0,0.0102,23.6,23.6,1972.0,3.5,0,0,0,0,0,0,1,0,0,0,1
454,6.89,4757.6,0.0491,10.3,10.3,762.0,2.9,0,0,0,0,0,0,1,0,0,0,1
455,6.89,6266.0,,10.3,10.3,794.0,8.0,0,0,0,0,0,0,1,0,0,0,1
456,0.51,2000.0,,15.0,120.0,10.0,10.8,0,0,0,0,0,1,0,0,0,1,0
457,13.79,2034.0,0.022,7.7,7.7,395.8,2.1,0,0,0,0,0,0,1,0,0,0,1
458,5.676,2034.0,,10.8,10.8,432.0,3.4,0,0,0,0,0,0,1,0,0,0,1
459,6.89,734.0,,23.6,23.6,610.0,3.1,0,0,0,0,0,0,1,0,0,0,1
460,13.79,673.0,,8.65351919561243,14.764067574795769,457.0,1.3,0,0,0,0,0,0,0,1,0,0,1
461,6.89,5533.0,,10.3,10.3,794.0,4.2,0,0,0,0,0,0,1,0,0,0,1
462,6.86,1519.0,,8.5,22.3,2743.0,2.9,0,1,0,0,0,0,0,0,0,0,0
463,10.34,7378.0,-0.1688,10.3,10.3,762.0,6.8,0,0,0,0,0,0,1,0,0,0,1
464,6.92,2132.2,0.0369,8.5,34.34428764411567,1778.0,2.6,0,1,0,0,0,0,0,0,0,0,0
465,10.34,7893.0,-0.0383,10.3,10.3,762.0,3.4,0,0,0,0,0,0,1,0,0,0,1
466,18.27,1214.0,,3.0,3.0,35.0,2.5,0,0,0,0,0,0,1,0,0,0,1
467,12.0,4001.0,-0.0071,10.0,10.0,890.0,4.1,0,0,0,0,1,0,0,0,0,0,1
468,13.79,686.0,,11.1,11.1,457.0,2.2,0,0,0,0,0,0,0,1,0,0,1
469,6.72,4032.0,,8.65351919561243,14.764067574795769,1727.0,3.2,0,0,0,0,0,0,1,0,0,0,1
470,13.79,1233.0,0.0505,7.8,7.8,591.0,9.0,0,0,0,0,0,0,1,0,0,0,1
471,17.24,2889.0,-0.0414,8.65351919561243,14.764067574795769,260.8,4.0,0,0,0,0,0,0,1,0,0,0,1
472,9.398,678.0,,6.4,15.9,914.0,2.8,0,1,0,0,0,0,0,0,0,0,0
473,6.89,6795.0,-0.0569,10.3,10.3,794.0,6.2,0,0,0,0,0,0,1,0,0,0,1
474,13.79,1370.0,-0.2653,7.7,7.7,457.0,1.9,0,0,0,0,0,0,0,1,0,0,1
475,13.79,677.0,,8.65351919561243,14.764067574795769,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
476,18.27,861.0,-0.1284,3.0,3.0,150.0,1.4,0,0,0,0,0,0,1,0,0,0,1
477,13.79,3648.0,,1.9,1.9,696.0,3.5,0,0,0,0,0,0,1,0,0,0,1
478,3.86,4069.0,0.0424,8.65351919561243,14.764067574795769,432.0,5.8,0,0,0,0,0,0,1,0,0,0,1
479,0.1,1668.0,,15.0,120.0,10.0,5.4,0,0,1,0,0,0,0,0,0,1,0
480,13.79,5316.0,-0.0398,4.7,4.7,318.0,4.3,0,0,0,0,0,0,1,0,0,0,1
481,6.86,1519.0,0.1007,12.7,42.3,1778.0,2.1,0,1,0,0,0,0,0,0,0,0,0
482,13.79,1492.0,0.1275,7.8,7.8,591.0,2.5,0,0,0,0,0,0,1,0,0,0,1
483,15.51,2511.6,-0.0833,1.9,1.9,696.0,2.5,0,0,0,0,0,0,1,0,0,0,1
484,16.0,1617.0,-0.2306,10.0,10.0,890.0,1.0,0,0,0,0,1,0,0,0,0,0,1
485,13.789999999999997,1410.0,-0.1892,4.7,4.7,305.0,4.3,0,0,0,0,0,0,1,0,0,0,1
486,15.51,5601.0,,1.9,1.9,152.0,7.2,0,0,0,0,0,0,1,0,0,0,1
487,12.446,2061.0,,7.8,7.8,591.0,2.9,0,0,0,0,0,0,1,0,0,0,1
488,18.96,2184.0,,8.65351919561243,14.764067574795769,696.0,2.2,0,0,0,0,0,0,1,0,0,0,1
489,6.86,4069.0,,10.8,10.8,864.0,3.4,0,0,0,0,0,0,1,0,0,0,1
490,0.1,1000.0,-0.0434,15.0,120.0,223.0,6.5,0,0,0,0,0,1,0,0,0,1,0
491,13.79,2916.0,,7.8,7.8,591.0,1.0,0,0,0,0,0,0,1,0,0,0,1
492,8.08,3797.0,-0.0089,8.65351919561243,14.764067574795769,1972.0,4.7,0,0,0,0,0,0,1,0,0,0,1
493,15.17,2676.0,0.1114,9.5,9.5,1836.0,1.4,0,0,0,0,0,0,0,0,1,0,1
494,15.51,1355.0,0.0568,5.6,15.2,1341.2,1.9,0,0,0,0,0,0,1,0,0,0,0
495,6.89,3703.0,,5.6,5.6,1888.6,5.5,0,0,0,0,0,0,1,0,0,0,1
496,13.79,2804.4,0.1114,9.5,9.5,1836.0,1.6,0,0,0,0,0,0,1,0,0,0,1
497,13.79,759.0,0.0981,7.8,7.8,591.0,2.1,0,0,0,0,0,0,1,0,0,0,1
498,4.93,3865.0,0.1332,8.65351919561243,14.764067574795769,302.4,3.6,0,0,0,0,0,0,1,0,0,0,1
499,8.27,1355.0,-0.027,5.6,15.2,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,0
500,6.87,1519.0,0.0108,8.5,22.3,2499.4,5.3,0,1,0,0,0,0,0,0,0,0,0
501,12.07,2441.0,-0.0321,1.9,1.9,152.0,2.3,0,0,0,0,0,0,1,0,0,0,1
